Title,Price,Property Details,Predicted Label,Predicted Score
"KOST 650ribu (Gratis Listrik, Air) Kampus Mahendradata SMK Bali Dewata",650000,"[{'type': 'single', 'key': 'p_sqr_building', 'value_name': '15', 'value': '15', 'key_name': 'Luas bangunan', 'formatted_value': '15'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '1', 'value': '1', 'key_name': 'Kamar Mandi', 'formatted_value': '1'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'carport'}, {'value': 'pam'}], 'key_name': 'Fasilitas'}, {'type': 'single', 'key': 'p_alamat', 'value_name': 'JL Tunjung Tutur Gang Baladewa No 6 Denpasar Utara', 'value': 'JL Tunjung Tutur Gang Baladewa No 6 Denpasar Utara', 'key_name': 'Alamat lokasi', 'formatted_value': 'JL Tunjung Tutur Gang Baladewa No 6 Denpasar Utara'}]",expensive,0.629176676273346
"Dijual di bawah NJOP, Rp 675 jt, di Jimbaran, Bali",675000000,"[{'type': 'single', 'key': 'type', 'value_name': 'Dijual', 'value': 'dijual', 'key_name': 'Tipe', 'formatted_value': 'Dijual'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '150', 'value': '150', 'key_name': 'Luas tanah', 'formatted_value': '150'}, {'type': 'single', 'key': 'p_certificate', 'value_name': 'SHM - Sertifikat Hak Milik', 'value': 'shm-sertifikathakmilik', 'key_name': 'Sertifikasi', 'formatted_value': 'SHM - Sertifikat Hak Milik'}, {'type': 'single', 'key': 'p_alamat', 'value_name': 'Masuk dari Kompleks Puri Gading', 'value': 'Masuk dari Kompleks Puri Gading', 'key_name': 'Alamat lokasi', 'formatted_value': 'Masuk dari Kompleks Puri Gading'}]",expensive,0.6444523930549622
Tanah dekat JALAN UTAMA SEDAP MALAM,600000000,"[{'type': 'single', 'key': 'type', 'value_name': 'Dijual', 'value': 'dijual', 'key_name': 'Tipe', 'formatted_value': 'Dijual'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '100', 'value': '100', 'key_name': 'Luas tanah', 'formatted_value': '100'}, {'type': 'single', 'key': 'p_certificate', 'value_name': 'SHM - Sertifikat Hak Milik', 'value': 'shm-sertifikathakmilik', 'key_name': 'Sertifikasi', 'formatted_value': 'SHM - Sertifikat Hak Milik'}, {'type': 'single', 'key': 'p_alamat', 'value_name': 'Sedap malam', 'value': 'Sedap malam', 'key_name': 'Alamat lokasi', 'formatted_value': 'Sedap malam'}]",expensive,0.7912328839302063
"Rumah 2 Lt. sudah renovasi di Terrace Campus, Jimbaran, Bali",1480000000,"[{'type': 'single', 'key': 'type', 'value_name': 'Rumah', 'value': 'rumah', 'key_name': 'Tipe', 'formatted_value': 'Rumah'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '100', 'value': '100', 'key_name': 'Luas bangunan', 'formatted_value': '100'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '108', 'value': '108', 'key_name': 'Luas tanah', 'formatted_value': '108'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '4', 'value': '4', 'key_name': 'Kamar tidur', 'formatted_value': '4'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '2', 'value': '2', 'key_name': 'Kamar Mandi', 'formatted_value': '2'}, {'type': 'single', 'key': 'p_floor', 'value_name': '2', 'value': '2', 'key_name': 'Lantai', 'formatted_value': '2'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'carport'}, {'value': 'garasi'}, {'value': 'garden'}, {'value': 'swimmingpool'}], 'key_name': 'Fasilitas'}, {'type': 'single', 'key': 'p_certificate', 'value_name': 'SHM - Sertifikat Hak Milik', 'value': 'shm-sertifikathakmilik', 'key_name': 'Sertifikasi', 'formatted_value': 'SHM - Sertifikat Hak Milik'}, {'type': 'single', 'key': 'p_alamat', 'value_name': 'Perumahan Terrace Campus 2, Jimbaran, Bali', 'value': 'Perumahan Terrace Campus 2, Jimbaran, Bali', 'key_name': 'Alamat lokasi', 'formatted_value': 'Perumahan Terrace Campus 2, Jimbaran, Bali'}]",expensive,0.6305543184280396
Rumah Dijual 6 BR Siap Huni Di Pulau Galang Imam Bonjol Kuta,2100000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '220', 'value': '220', 'key_name': 'Luas bangunan', 'formatted_value': '220'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '120', 'value': '120', 'key_name': 'Luas tanah', 'formatted_value': '120'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '6', 'value': '6', 'key_name': 'Kamar tidur', 'formatted_value': '6'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '6', 'value': '6', 'key_name': 'Kamar Mandi', 'formatted_value': '6'}, {'type': 'single', 'key': 'p_floor', 'value_name': '0', 'value': '0', 'key_name': 'Lantai', 'formatted_value': '0'}]",expensive,0.6237001419067383
"Dijual Villa Modern View Pantai Sawah 4,4 are di Canggu, Bali",9500000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '420', 'value': '420', 'key_name': 'Luas bangunan', 'formatted_value': '420'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '446', 'value': '446', 'key_name': 'Luas tanah', 'formatted_value': '446'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '4', 'value': '4', 'key_name': 'Kamar tidur', 'formatted_value': '4'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '4', 'value': '4', 'key_name': 'Kamar Mandi', 'formatted_value': '4'}, {'type': 'single', 'key': 'p_floor', 'value_name': '0', 'value': '0', 'key_name': 'Lantai', 'formatted_value': '0'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'waterheater'}, {'value': 'garasi'}, {'value': 'swimmingpool'}, {'value': 'garden'}], 'key_name': 'Fasilitas'}]",expensive,0.5705177187919617
Villa Luxury 2 BR With Modern Tropical Style in Batu Belig Bali,10000000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '225', 'value': '225', 'key_name': 'Luas bangunan', 'formatted_value': '225'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '400', 'value': '400', 'key_name': 'Luas tanah', 'formatted_value': '400'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '2', 'value': '2', 'key_name': 'Kamar tidur', 'formatted_value': '2'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '3', 'value': '3', 'key_name': 'Kamar Mandi', 'formatted_value': '3'}, {'type': 'single', 'key': 'p_floor', 'value_name': '0', 'value': '0', 'key_name': 'Lantai', 'formatted_value': '0'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'ac'}, {'value': 'garasi'}, {'value': 'swimmingpool'}], 'key_name': 'Fasilitas'}]",expensive,0.7317108511924744
VILLA DEKAT CANGGU FULL FURNISHED HARGA MIRING,2890000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '157', 'value': '157', 'key_name': 'Luas bangunan', 'formatted_value': '157'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '110', 'value': '110', 'key_name': 'Luas tanah', 'formatted_value': '110'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '2', 'value': '2', 'key_name': 'Kamar tidur', 'formatted_value': '2'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '2', 'value': '2', 'key_name': 'Kamar Mandi', 'formatted_value': '2'}, {'type': 'single', 'key': 'p_floor', 'value_name': '1', 'value': '1', 'key_name': 'Lantai', 'formatted_value': '1'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'garden'}, {'value': 'garasi'}, {'value': 'swimmingpool'}], 'key_name': 'Fasilitas'}]",expensive,0.6916544437408447
"Vila Baru Renovasi Area Complex Vil,View Laut, Gunung & Tol, Jimbaran",25575000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '800', 'value': '800', 'key_name': 'Luas bangunan', 'formatted_value': '800'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '830', 'value': '830', 'key_name': 'Luas tanah', 'formatted_value': '830'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '6', 'value': '6', 'key_name': 'Kamar tidur', 'formatted_value': '6'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '6', 'value': '6', 'key_name': 'Kamar Mandi', 'formatted_value': '6'}, {'type': 'single', 'key': 'p_floor', 'value_name': '2', 'value': '2', 'key_name': 'Lantai', 'formatted_value': '2'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'ac'}, {'value': 'garden'}, {'value': 'garasi'}, {'value': 'swimmingpool'}], 'key_name': 'Fasilitas'}]",expensive,0.5252736806869507
New Luxury Ocean View Villa 3BR for Sale located in Jimbaran,7900000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '250', 'value': '250', 'key_name': 'Luas bangunan', 'formatted_value': '250'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '360', 'value': '360', 'key_name': 'Luas tanah', 'formatted_value': '360'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '3', 'value': '3', 'key_name': 'Kamar tidur', 'formatted_value': '3'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '5', 'value': '5', 'key_name': 'Kamar Mandi', 'formatted_value': '5'}, {'type': 'single', 'key': 'p_floor', 'value_name': '0', 'value': '0', 'key_name': 'Lantai', 'formatted_value': '0'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'swimmingpool'}], 'key_name': 'Fasilitas'}]",expensive,0.8232915997505188
